loja_origem;loja_destino;prazo;segmento;sku;descricao;quantidade
35303139.0052.39;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P0149.P.0AZ190;CALCA FUSO ALLURE ADAPTIV.DROP;1
35303139.0052.39;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1015.M.00BC02;CAMISETA BASIC COMFORT.MERGED ICE;2
35303139.0052.39;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1153.M.00BC11;CAMISETA LIVE COMFORT.PURE WHITE;1
35303139.0052.39;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1213.P.00PT13;REGATA CROPPED LIVE COMFORT.ONYX;1
35303139.0052.39;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1295.P.00PT02;BERMUDA SIX POCKETS RUN SPEED.ECLIPSE;1
35303139.0052.39;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1298.M.00PT13;TOP ICON NEO.ONYX;1
35303139.0052.39;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1298.P.00PT13;TOP ICON NEO.ONYX;1
35303139.0052.39;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1310.M.00PT02;TOP SPEED POWER.ECLIPSE;1
35303139.0052.39;35303139.0040.03;2025-09-30;ADULTO MASCULINO;1.P1385.P.00PT01;BERMUDA BIKER SIX POCKETS MEN.NOIR BLACK;1
35303139.0052.39;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P0100.M.00PT13;LEGGING LIVE ICON.ONYX;3
35303139.0052.39;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P0141.GG.00BC01;CAMISETA ACTION SIDE.WHITE;2
35303139.0052.39;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P0149.P.0AZ190;CALCA FUSO ALLURE ADAPTIV.DROP;1
35303139.0052.39;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P1153.M.00BC11;CAMISETA LIVE COMFORT.PURE WHITE;1
35303139.0052.39;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P1213.P.00BC11;REGATA CROPPED LIVE COMFORT.PURE WHITE;2
35303139.0052.39;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P1213.P.00PT13;REGATA CROPPED LIVE COMFORT.ONYX;1
35303139.0052.39;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P1222.GG.00BC08;TOP MOVE LIVE.WHITE LIGHT;1
35303139.0052.39;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P1310.M.00PT02;TOP SPEED POWER.ECLIPSE;2
35303139.0052.39;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P1350.G.00PT02;TOP INTENSE RACE PRO.ECLIPSE;1
35303139.0052.39;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P1350.M.00PT02;TOP INTENSE RACE PRO.ECLIPSE;1
35303139.0052.39;35303139.0043.48;2025-09-22;ADULTO MASCULINO;1.P1385.P.00PT01;BERMUDA BIKER SIX POCKETS MEN.NOIR BLACK;1
35303139.0052.39;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0063.P.00PT05;TOP CURVE LIVE.BLACK / WHITE;2
35303139.0052.39;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0100.P.0AZ190;LEGGING LIVE ICON.DROP;1
35303139.0052.39;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0149.M.0AZ190;CALCA FUSO ALLURE ADAPTIV.DROP;3
35303139.0052.39;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1151.M.0AZ190;SHORTS FIT LIVE ICON.DROP;2
35303139.0052.39;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1191.G.00BG75;CALCINHA FIO BASICA SEAMLESS.VENUS;1
35303139.0052.39;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1210.GG.00BC01;REGATA BREATH BACK COMFORT.WHITE;1
35303139.0052.39;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1210.M.0AZ190;REGATA BREATH BACK COMFORT.DROP;1
35303139.0052.39;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1293.M.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;2
35303139.0052.39;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1295.G.00PT02;BERMUDA SIX POCKETS RUN SPEED.ECLIPSE;1
35303139.0052.39;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1298.G.00PT13;TOP ICON NEO.ONYX;1
35303139.0052.39;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1298.P.00PT13;TOP ICON NEO.ONYX;1
35303139.0052.39;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1347.P.00PT02;LEGGING INTENSE RACE PRO.ECLIPSE;1
35303139.0052.39;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1362.P.00PT01;SAIA DRYSIDE.NOIR BLACK;1
35303139.0052.39;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P5165.P.00BC01;CAMISETA ACTION.WHITE;1
35303139.0052.39;35303139.0064.72;2025-09-22;ADULTO MASCULINO;1.P8111.G.00PT02;CAMISETA BASIC COMFORT MEN.ECLIPSE;1
35303139.0052.39;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0063.P.00PT05;TOP CURVE LIVE.BLACK / WHITE;1
35303139.0052.39;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0100.M.0AZ190;LEGGING LIVE ICON.DROP;4
35303139.0052.39;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0139.PP.0AZ190;MACAQUINHO SHORTS ALLURE.DROP;1
35303139.0052.39;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0146.M.00PT01;SHORTS FIT ALLURE ADAPTIV.NOIR BLACK;1
35303139.0052.39;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1015.GG.00PT02;CAMISETA BASIC COMFORT.ECLIPSE;1
35303139.0052.39;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1225.GG.0AZ190;SHORTS ICON NEO.DROP;1
35303139.0052.39;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1238.PP.00BC01;SHORTS PRO DRYSIDE.WHITE;1
35303139.0052.39;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1350.P.00PT02;TOP INTENSE RACE PRO.ECLIPSE;1
35303139.0052.39;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1570.P.00PT01;TOP CURVE ALLURE ADAPTIV.NOIR BLACK;2
35303139.0052.39;35303139.0079.59;2025-09-22;ADULTO MASCULINO;1.P1385.P.00PT01;BERMUDA BIKER SIX POCKETS MEN.NOIR BLACK;1
35303139.0052.39;35303139.0079.59;2025-09-22;ADULTO MASCULINO;1.P8111.M.00PT02;CAMISETA BASIC COMFORT MEN.ECLIPSE;1
35303139.0039.61;35303139.0012.41;2025-09-30;ADULTO FEMININO;1.P0022.GG.00PT01;TOP MOVE SENSE.NOIR BLACK;1
35303139.0039.61;35303139.0012.41;2025-09-30;ADULTO FEMININO;1.P0022.M.00BC01;TOP MOVE SENSE.WHITE;1
35303139.0039.61;35303139.0012.41;2025-09-30;ADULTO FEMININO;1.P0022.P.00BC01;TOP MOVE SENSE.WHITE;1
35303139.0039.61;35303139.0012.41;2025-09-30;ADULTO FEMININO;1.P0022.P.00PT01;TOP MOVE SENSE.NOIR BLACK;1
35303139.0039.61;35303139.0012.41;2025-09-30;ADULTO FEMININO;1.P1161.P.00BC01;BERMUDA ALLURE ADAPTIV.WHITE;3
35303139.0039.61;35303139.0012.41;2025-09-30;ADULTO FEMININO;1.P1226.P.0AZ190;CALCA FUSO ICON NEO.DROP;2
35303139.0039.61;35303139.0012.41;2025-09-30;ADULTO FEMININO;1.P1238.GG.00PT01;SHORTS PRO DRYSIDE.NOIR BLACK;1
35303139.0039.61;35303139.0012.41;2025-09-30;ADULTO FEMININO;1.P1570.M.00BC01;TOP CURVE ALLURE ADAPTIV.WHITE;2
35303139.0039.61;35303139.0012.41;2025-09-30;ADULTO MASCULINO;1.P8111.GG.00PT02;CAMISETA BASIC COMFORT MEN.ECLIPSE;1
35303139.0039.61;35303139.0013.22;2025-09-22;ADULTO FEMININO;1.P0022.P.00BC01;TOP MOVE SENSE.WHITE;1
35303139.0039.61;35303139.0013.22;2025-09-22;ADULTO FEMININO;1.P0103.EG.00PT01;TOP NEO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0039.61;35303139.0013.22;2025-09-22;ADULTO FEMININO;1.P0139.PP.00BC01;MACAQUINHO SHORTS ALLURE.WHITE;1
35303139.0039.61;35303139.0013.22;2025-09-22;ADULTO FEMININO;1.P0146.PP.00PT01;SHORTS FIT ALLURE ADAPTIV.NOIR BLACK;2
35303139.0039.61;35303139.0013.22;2025-09-22;ADULTO FEMININO;1.P0149.EG.00PT01;CALCA FUSO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0039.61;35303139.0013.22;2025-09-22;ADULTO FEMININO;1.P1015.GG.00PT02;CAMISETA BASIC COMFORT.ECLIPSE;1
35303139.0039.61;35303139.0013.22;2025-09-22;ADULTO FEMININO;1.P1157.EG.00PT01;LEGGING ALLURE ADAPTIV.NOIR BLACK;1
35303139.0039.61;35303139.0013.22;2025-09-22;ADULTO FEMININO;1.P1157.P.00PT01;LEGGING ALLURE ADAPTIV.NOIR BLACK;1
35303139.0039.61;35303139.0013.22;2025-09-22;ADULTO FEMININO;1.P1191.G.00BG75;CALCINHA FIO BASICA SEAMLESS.VENUS;1
35303139.0039.61;35303139.0013.22;2025-09-22;ADULTO FEMININO;1.P1191.M.00BG75;CALCINHA FIO BASICA SEAMLESS.VENUS;2
35303139.0039.61;35303139.0013.22;2025-09-22;ADULTO FEMININO;1.P5134.GG.00PT01;TOP RACER SENSE.NOIR BLACK;1
35303139.0039.61;35303139.0013.22;2025-09-22;ADULTO MASCULINO;1.P8111.GG.00PT02;CAMISETA BASIC COMFORT MEN.ECLIPSE;1
35303139.0039.61;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0022.M.00BC01;TOP MOVE SENSE.WHITE;2
35303139.0039.61;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0022.P.00BC01;TOP MOVE SENSE.WHITE;2
35303139.0039.61;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0022.P.00PT01;TOP MOVE SENSE.NOIR BLACK;1
35303139.0039.61;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0149.EG.00PT01;CALCA FUSO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0039.61;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1147.GG.00PT01;BERMUDA ALLURE ADAPTIV.NOIR BLACK;1
35303139.0039.61;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1151.GG.00PT13;SHORTS FIT LIVE ICON.ONYX;1
35303139.0039.61;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1153.GG.00BC11;CAMISETA LIVE COMFORT.PURE WHITE;1
35303139.0039.61;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1157.EG.00PT01;LEGGING ALLURE ADAPTIV.NOIR BLACK;1
35303139.0039.61;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1191.G.00BG75;CALCINHA FIO BASICA SEAMLESS.VENUS;1
35303139.0039.61;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1191.M.00BG75;CALCINHA FIO BASICA SEAMLESS.VENUS;1
35303139.0039.61;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1213.EG.00PT13;REGATA CROPPED LIVE COMFORT.ONYX;1
35303139.0039.61;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1225.EG.00PT13;SHORTS ICON NEO.ONYX;1
35303139.0039.61;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1226.EG.00PT13;CALCA FUSO ICON NEO.ONYX;1
35303139.0039.61;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1226.P.0AZ190;CALCA FUSO ICON NEO.DROP;2
35303139.0039.61;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1570.PP.00BC01;TOP CURVE ALLURE ADAPTIV.WHITE;1
35303139.0039.61;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P0022.M.00BC01;TOP MOVE SENSE.WHITE;2
35303139.0039.61;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P0063.G.00PT05;TOP CURVE LIVE.BLACK / WHITE;1
35303139.0039.61;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P0141.GG.00BC01;CAMISETA ACTION SIDE.WHITE;1
35303139.0039.61;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P0141.GG.00PT01;CAMISETA ACTION SIDE.NOIR BLACK;1
35303139.0039.61;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P0146.PP.00PT01;SHORTS FIT ALLURE ADAPTIV.NOIR BLACK;1
35303139.0039.61;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P1015.GG.00BC02;CAMISETA BASIC COMFORT.MERGED ICE;1
35303139.0039.61;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P1015.GG.00PT02;CAMISETA BASIC COMFORT.ECLIPSE;1
35303139.0039.61;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P1213.GG.00BC11;REGATA CROPPED LIVE COMFORT.PURE WHITE;1
35303139.0039.61;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P1222.M.00PT05;TOP MOVE LIVE.BLACK / WHITE;1
35303139.0039.61;35303139.0041.86;2025-09-30;ADULTO FEMININO;1.P1434.G.00PT01;TOP CURVE SENSE.NOIR BLACK;1
35303139.0039.61;35303139.0052.39;2025-09-22;ADULTO FEMININO;1.P0022.M.00BC01;TOP MOVE SENSE.WHITE;2
35303139.0039.61;35303139.0052.39;2025-09-22;ADULTO FEMININO;1.P0022.P.00BC01;TOP MOVE SENSE.WHITE;2
35303139.0039.61;35303139.0052.39;2025-09-22;ADULTO FEMININO;1.P0022.P.00PT01;TOP MOVE SENSE.NOIR BLACK;3
35303139.0039.61;35303139.0052.39;2025-09-22;ADULTO FEMININO;1.P0063.G.00PT05;TOP CURVE LIVE.BLACK / WHITE;1
35303139.0039.61;35303139.0052.39;2025-09-22;ADULTO FEMININO;1.P0141.GG.00PT01;CAMISETA ACTION SIDE.NOIR BLACK;2
35303139.0039.61;35303139.0052.39;2025-09-22;ADULTO FEMININO;1.P0149.EG.00PT01;CALCA FUSO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0039.61;35303139.0052.39;2025-09-22;ADULTO FEMININO;1.P0149.PP.00PT01;CALCA FUSO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0039.61;35303139.0052.39;2025-09-22;ADULTO FEMININO;1.P1225.EG.00PT13;SHORTS ICON NEO.ONYX;1
35303139.0039.61;35303139.0052.39;2025-09-22;ADULTO FEMININO;1.P1226.EG.00PT13;CALCA FUSO ICON NEO.ONYX;1
35303139.0039.61;35303139.0052.39;2025-09-22;ADULTO FEMININO;1.P1226.P.0AZ190;CALCA FUSO ICON NEO.DROP;6
35303139.0039.61;35303139.0052.39;2025-09-22;ADULTO FEMININO;1.P1570.G.00BC01;TOP CURVE ALLURE ADAPTIV.WHITE;1
35303139.0039.61;35303139.0052.39;2025-09-22;ADULTO FEMININO;1.P1570.G.00PT01;TOP CURVE ALLURE ADAPTIV.NOIR BLACK;1
35303139.0039.61;35303139.0052.39;2025-09-22;ADULTO FEMININO;1.P1570.M.00BC01;TOP CURVE ALLURE ADAPTIV.WHITE;2
35303139.0039.61;35303139.0052.39;2025-09-22;ADULTO FEMININO;1.P5134.G.00PT01;TOP RACER SENSE.NOIR BLACK;1
35303139.0039.61;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0022.GG.00BC01;TOP MOVE SENSE.WHITE;2
35303139.0039.61;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0022.GG.00PT01;TOP MOVE SENSE.NOIR BLACK;2
35303139.0039.61;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0022.P.00PT01;TOP MOVE SENSE.NOIR BLACK;3
35303139.0039.61;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0063.G.00PT05;TOP CURVE LIVE.BLACK / WHITE;1
35303139.0039.61;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0063.G.0AZ205;TOP CURVE LIVE.NAUTICAL;3
35303139.0039.61;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1153.GG.00BC11;CAMISETA LIVE COMFORT.PURE WHITE;2
35303139.0039.61;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1191.M.00BG75;CALCINHA FIO BASICA SEAMLESS.VENUS;6
35303139.0039.61;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1222.P.00PT05;TOP MOVE LIVE.BLACK / WHITE;3
35303139.0039.61;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1225.GG.0AZ190;SHORTS ICON NEO.DROP;1
35303139.0039.61;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1570.G.00BC01;TOP CURVE ALLURE ADAPTIV.WHITE;1
35303139.0039.61;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1570.G.00PT01;TOP CURVE ALLURE ADAPTIV.NOIR BLACK;2
35303139.0039.61;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P5134.GG.00BC01;TOP RACER SENSE.WHITE;2
35303139.0039.61;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P5134.GG.00PT01;TOP RACER SENSE.NOIR BLACK;2
35303139.0039.61;35303139.0079.59;2025-09-22;ADULTO MASCULINO;1.P8111.P.00PT02;CAMISETA BASIC COMFORT MEN.ECLIPSE;2
35303139.0064.72;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P0063.PP.00BC08;TOP CURVE LIVE.WHITE LIGHT;5
35303139.0064.72;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P0103.P.00PT01;TOP NEO ALLURE ADAPTIV.NOIR BLACK;3
35303139.0064.72;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P0141.GG.00BC01;CAMISETA ACTION SIDE.WHITE;1
35303139.0064.72;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P0146.PP.00PT01;SHORTS FIT ALLURE ADAPTIV.NOIR BLACK;2
35303139.0064.72;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1133.GG.00PT01;MACACAO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0064.72;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1153.EG.00BC11;CAMISETA LIVE COMFORT.PURE WHITE;1
35303139.0064.72;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1153.EG.00PT13;CAMISETA LIVE COMFORT.ONYX;1
35303139.0064.72;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1154.GG.00BC11;REGATA LIVE COMFORT.PURE WHITE;1
35303139.0064.72;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1154.M.00BC11;REGATA LIVE COMFORT.PURE WHITE;1
35303139.0064.72;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1213.GG.00BC11;REGATA CROPPED LIVE COMFORT.PURE WHITE;1
35303139.0064.72;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1222.PP.00BC08;TOP MOVE LIVE.WHITE LIGHT;4
35303139.0064.72;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1293.P.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;1
35303139.0064.72;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1299.GG.00PT13;TOP LIVE ICON.ONYX;1
35303139.0064.72;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1362.M.00PT01;SAIA DRYSIDE.NOIR BLACK;1
35303139.0064.72;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1570.M.00PT01;TOP CURVE ALLURE ADAPTIV.NOIR BLACK;3
35303139.0064.72;35303139.0012.41;2025-09-22;ADULTO FEMININO;1.P1570.P.00PT01;TOP CURVE ALLURE ADAPTIV.NOIR BLACK;3
35303139.0064.72;35303139.0013.22;2025-09-30;ADULTO FEMININO;1.P0022.GG.00PT01;TOP MOVE SENSE.NOIR BLACK;2
35303139.0064.72;35303139.0013.22;2025-09-30;ADULTO FEMININO;1.P0063.P.0AZ205;TOP CURVE LIVE.NAUTICAL;1
35303139.0064.72;35303139.0013.22;2025-09-30;ADULTO FEMININO;1.P0099.EG.00PT13;BERMUDA LIVE ICON.ONYX;1
35303139.0064.72;35303139.0013.22;2025-09-30;ADULTO FEMININO;1.P0099.GG.00PT13;BERMUDA LIVE ICON.ONYX;1
35303139.0064.72;35303139.0013.22;2025-09-30;ADULTO FEMININO;1.P0100.EG.00PT13;LEGGING LIVE ICON.ONYX;1
35303139.0064.72;35303139.0013.22;2025-09-30;ADULTO FEMININO;1.P0103.M.00PT01;TOP NEO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0064.72;35303139.0013.22;2025-09-30;ADULTO FEMININO;1.P0141.GG.00BC01;CAMISETA ACTION SIDE.WHITE;1
35303139.0064.72;35303139.0013.22;2025-09-30;ADULTO FEMININO;1.P1015.GG.00PT02;CAMISETA BASIC COMFORT.ECLIPSE;1
35303139.0064.72;35303139.0013.22;2025-09-30;ADULTO FEMININO;1.P1153.EG.00BC11;CAMISETA LIVE COMFORT.PURE WHITE;1
35303139.0064.72;35303139.0013.22;2025-09-30;ADULTO FEMININO;1.P1222.PP.00PT05;TOP MOVE LIVE.BLACK / WHITE;1
35303139.0064.72;35303139.0013.22;2025-09-30;ADULTO FEMININO;1.P1226.PP.00PT13;CALCA FUSO ICON NEO.ONYX;1
35303139.0064.72;35303139.0013.22;2025-09-30;ADULTO FEMININO;1.P1298.PP.00PT13;TOP ICON NEO.ONYX;1
35303139.0064.72;35303139.0013.22;2025-09-30;ADULTO FEMININO;1.P1434.M.00PT01;TOP CURVE SENSE.NOIR BLACK;2
35303139.0064.72;35303139.0013.22;2025-09-30;ADULTO FEMININO;1.P1434.PP.00BC01;TOP CURVE SENSE.WHITE;1
35303139.0064.72;35303139.0013.22;2025-09-30;ADULTO FEMININO;1.P1570.P.00PT01;TOP CURVE ALLURE ADAPTIV.NOIR BLACK;3
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0022.EG.00PT01;TOP MOVE SENSE.NOIR BLACK;2
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0063.PP.00PT05;TOP CURVE LIVE.BLACK / WHITE;2
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0085.EG.00PT01;JAQUETA EFFECT TEXTURE RUN.NOIR BLACK;1
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0100.EG.00PT13;LEGGING LIVE ICON.ONYX;2
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0100.G.00PT13;LEGGING LIVE ICON.ONYX;1
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0103.M.00PT01;TOP NEO ALLURE ADAPTIV.NOIR BLACK;2
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0103.P.00PT01;TOP NEO ALLURE ADAPTIV.NOIR BLACK;2
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P0149.EG.00PT01;CALCA FUSO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1153.EG.00PT13;CAMISETA LIVE COMFORT.ONYX;2
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1153.GG.00PT13;CAMISETA LIVE COMFORT.ONYX;4
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1154.M.00BC11;REGATA LIVE COMFORT.PURE WHITE;1
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1157.EG.00PT01;LEGGING ALLURE ADAPTIV.NOIR BLACK;2
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1157.PP.00PT01;LEGGING ALLURE ADAPTIV.NOIR BLACK;1
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1210.PP.00BC01;REGATA BREATH BACK COMFORT.WHITE;2
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1213.EG.00PT13;REGATA CROPPED LIVE COMFORT.ONYX;1
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1213.GG.00PT13;REGATA CROPPED LIVE COMFORT.ONYX;1
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1222.M.00PT05;TOP MOVE LIVE.BLACK / WHITE;1
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1226.GG.00PT13;CALCA FUSO ICON NEO.ONYX;1
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1226.GG.0AZ190;CALCA FUSO ICON NEO.DROP;1
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1238.P.00BC01;SHORTS PRO DRYSIDE.WHITE;3
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1434.M.00PT01;TOP CURVE SENSE.NOIR BLACK;2
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO FEMININO;1.P1570.M.00PT01;TOP CURVE ALLURE ADAPTIV.NOIR BLACK;4
35303139.0064.72;35303139.0004.31;2025-09-22;ADULTO MASCULINO;1.P8111.EG.00PT02;CAMISETA BASIC COMFORT MEN.ECLIPSE;1
35303139.0064.72;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P0063.PP.00BC08;TOP CURVE LIVE.WHITE LIGHT;1
35303139.0064.72;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P0141.GG.00PT01;CAMISETA ACTION SIDE.NOIR BLACK;1
35303139.0064.72;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P0146.PP.00PT01;SHORTS FIT ALLURE ADAPTIV.NOIR BLACK;1
35303139.0064.72;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P1153.EG.00BC11;CAMISETA LIVE COMFORT.PURE WHITE;1
35303139.0064.72;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P1153.P.00BC11;CAMISETA LIVE COMFORT.PURE WHITE;2
35303139.0064.72;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P1222.PP.00BC08;TOP MOVE LIVE.WHITE LIGHT;3
35303139.0064.72;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P1293.P.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;2
35303139.0064.72;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P1299.G.00PT13;TOP LIVE ICON.ONYX;1
35303139.0064.72;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P1434.M.00PT01;TOP CURVE SENSE.NOIR BLACK;2
35303139.0064.72;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P1434.PP.00BC01;TOP CURVE SENSE.WHITE;1
35303139.0064.72;35303139.0041.86;2025-10-08;ADULTO FEMININO;1.P1570.EG.00PT01;TOP CURVE ALLURE ADAPTIV.NOIR BLACK;1
35303139.0064.72;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P0063.P.0AZ205;TOP CURVE LIVE.NAUTICAL;5
35303139.0064.72;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P0063.PP.00BC08;TOP CURVE LIVE.WHITE LIGHT;1
